epoch,train_loss,test_c1,epe_loss,test_c3,max_acc,max_epo
1,2.684364542885432,22.05859029413661,1.01858917582781,4.897816964353345,4.897816964353345,1
2,2.174963763025072,23.997036070570694,1.0086162739130036,4.864742901108819,4.864742901108819,2
3,1.9912925241485475,20.413105373000224,0.9023108114166551,4.2532548189660915,4.2532548189660915,3
4,1.8655688386114817,18.137644678916807,0.8566908072366473,3.7574388153291514,3.7574388153291514,4
5,1.94323645063809,18.78069187937231,0.8620939252639624,3.6039869596757854,3.6039869596757854,5
6,1.7686610818855346,32.26984199124362,1.247253656421818,7.249467322570789,3.6039869596757854,5
7,1.781267183356815,17.60014757976822,0.8255232150982496,3.625330254643474,3.6039869596757854,5
8,1.7632928504830314,16.75199292346431,0.8064296856241244,3.0314852479891115,3.0314852479891115,8
9,1.799433730329786,17.283966506578547,0.8361516260600257,3.546727403892497,3.0314852479891115,8
10,1.718166791919678,15.867131017398137,0.7840030041931967,3.0337911818675303,3.0314852479891115,8
11,1.7057370911514949,15.965548811592733,0.7791713725376782,3.2665430310723247,3.0314852479891115,8
12,1.7072285114772736,17.734924052324857,0.8207398835718734,3.256742812089046,3.0314852479891115,8
13,1.6047313847239055,17.675506035178632,0.8333662967921912,3.499348506646385,3.0314852479891115,8
14,1.6330605267532288,18.002693920660054,0.8243128456868881,3.427556204792133,3.0314852479891115,8
15,1.6156101912733107,18.179071049174443,0.8251874299735977,3.5541680626280914,3.0314852479891115,8
16,1.6653474767056722,27.422567879923047,1.0910427036456345,5.553721086840263,3.0314852479891115,8
17,1.4520096812929426,18.37348004435437,0.8278573012494475,3.5229441091232263,3.0314852479891115,8
18,1.5488254245311495,15.559503350106322,0.7691082552541776,3.321912257339003,3.0314852479891115,8
19,1.4399110377780975,16.463080859046173,0.7775046058033686,3.173983917719989,3.0314852479891115,8
20,1.5761520006353893,23.841734105177668,0.967026163339871,4.2132897672709415,3.0314852479891115,8
21,1.4069286330351753,27.70176016491181,1.052867702775044,4.983002451931669,3.0314852479891115,8
22,1.487161284022861,17.751963831158985,0.8465301603980625,3.9338561636204874,3.0314852479891115,8
23,1.4446497419523814,20.15250803155429,0.9435441445505655,4.444526671543985,3.0314852479891115,8
24,1.4779215499522194,17.094719049440428,0.8556856047728877,3.881114629447821,3.0314852479891115,8
25,1.415315173069636,16.823195335256642,0.8019894523614003,3.1359091955414504,3.0314852479891115,8
26,1.4735865866381024,18.54090156920141,0.8253591270492646,3.426912688360946,3.0314852479891115,8
27,1.4086527265253521,25.188949160459078,0.9501577896214407,3.8688341908860107,3.0314852479891115,8
28,1.4335326515492939,17.697130868584964,0.8551705735089657,3.948107371252807,3.0314852479891115,8
29,1.4380586142577823,17.902680741979808,0.8136229940407195,3.4194184032560857,3.0314852479891115,8
30,1.426325888482351,20.37767174950801,0.9159551526276853,4.031858353453277,3.0314852479891115,8
31,1.4877959748582235,15.094053278065998,0.7550636751548495,2.958767891265029,2.958767891265029,31
32,1.3845553187150803,15.73506267648941,0.7805309272090578,3.1977940256738924,2.958767891265029,31
33,1.4862912718265775,18.237362912566095,0.8570967386897295,3.8820799040946015,2.958767891265029,31
34,1.4300009658412327,22.023022604721238,0.9033825391196822,3.6335887155103683,2.958767891265029,31
35,1.3727517356948247,16.226896922208383,0.7661609811591963,3.114914471973988,2.958767891265029,31
36,1.347399537241648,20.351609334044955,0.891997748643521,3.9058900120485047,2.958767891265029,31
37,1.3434860380869063,14.686452651870882,0.7359581656336217,2.7808355980419406,2.7808355980419406,37
38,1.3576291261211275,29.296501134130676,1.2230880038067515,6.742121649541756,2.7808355980419406,37
39,1.3920261938420553,15.85120398572627,0.7685971666281562,2.865484821927608,2.7808355980419406,37
40,1.315764504008823,16.17387384959707,0.7799821809839352,3.452412026946714,2.7808355980419406,37
41,1.3043017420503829,16.572719971009583,0.8216096849520352,3.747584969976607,2.7808355980419406,37
42,1.3399398745998503,26.69247167555725,1.019684878288503,4.490377217266028,2.7808355980419406,37
43,1.379558050348645,14.74442275704694,0.7296358596916993,2.9630982205832215,2.7808355980419406,37
44,1.3859559933344523,16.073016055600892,0.762257367178041,3.2480687468603433,2.7808355980419406,37
45,1.3219734381115626,15.990552106262795,0.7861544773698901,3.3108384120856678,2.7808355980419406,37
46,1.3040540029132177,17.920002059252578,0.8067568035963217,3.4929803752961015,2.7808355980419406,37
47,1.3401567322867258,16.9427687321265,0.8620569440169696,4.106707358355665,2.7808355980419406,37
48,1.370037938583465,16.324510320863997,0.7970676613725541,3.510596637599834,2.7808355980419406,37
49,1.2981672148855905,18.17183148932359,0.8564606079293022,3.947034843867496,2.7808355980419406,37
50,1.372787054001339,18.05858600402707,0.8607381613589298,3.9424766024799247,2.7808355980419406,37
51,1.358109463491137,20.956407526621806,0.8711433677457935,3.332878849853808,2.7808355980419406,37
52,1.3738156886327835,26.40830554481911,1.0242488093605364,4.643989952027191,2.7808355980419406,37
53,1.4688670618193491,14.042453583360917,0.7070950486211856,2.655001322560332,2.655001322560332,53
54,1.3918304118845197,15.355562267789441,0.7648816130970241,2.9393819587755328,2.655001322560332,53
55,1.4215591901824587,16.669086556579774,0.7708777191041059,3.1617571055274443,2.655001322560332,53
56,1.3264202379518084,26.41137565445956,1.0182434630168091,4.444540078136301,2.655001322560332,53
57,1.3547286291444112,16.007846610350935,0.7502225832107803,2.958566792380283,2.655001322560332,53
58,1.2519867154340896,15.248188869927498,0.7393718872825333,2.8473188893389034,2.655001322560332,53
59,1.395221015243303,21.00076994059673,0.9819063441310363,5.346441763036604,2.655001322560332,53
60,1.3434888056346348,14.207180383152366,0.7130317045086169,2.5794551748574914,2.5794551748574914,60
61,1.3495296362846616,17.30118057111279,0.7860792360126844,3.0752041455328496,2.5794551748574914,60
62,1.3409881961724115,17.67812032068033,0.811983737005409,3.3679639019457928,2.5794551748574914,60
63,1.3120460571750763,20.613238983099247,0.8590141356449014,3.413680381744672,2.5794551748574914,60
64,1.3845933806328548,14.782175721009885,0.7685602613169403,3.2427195165261056,2.5794551748574914,60
65,1.364955735206604,17.447620778984685,0.8201246479805918,3.030345687642219,2.5794551748574914,60
66,1.3364937793640863,16.899023021398126,0.7847196779372871,3.289682809410409,2.5794551748574914,60
67,1.3048415785744076,14.474869811933663,0.7306243191022188,2.842412076551106,2.5794551748574914,60
68,1.2546094510290358,14.067363031884764,0.7148949744420914,2.7434982384408024,2.5794551748574914,60
69,1.3483232521821582,20.920303573513777,0.9811497101008753,5.577330095909421,2.5794551748574914,60
70,1.323278920943775,30.814127384345685,1.196315114624856,6.681832203894963,2.5794551748574914,60
71,1.3299183780711794,14.210518624639146,0.7309920017045309,2.85404899868173,2.5794551748574914,60
72,1.3111593843452514,16.62216348347242,0.7663253509560979,3.0235083255608615,2.5794551748574914,60
73,1.3150165984554896,16.713381937593116,0.7810897781294439,3.1784617195536624,2.5794551748574914,60
74,1.337472612564526,23.599865773197727,1.1055029273838965,6.610013088856078,2.5794551748574914,60
75,1.313320847068514,15.75658025715721,0.7570205626416658,2.979561515947745,2.5794551748574914,60
76,1.2839251228741237,18.88625538727154,0.8085289477173232,2.5268879263849375,2.5268879263849375,76
77,1.2644583882793548,15.524002693652527,0.7585149250501942,2.9983575583753193,2.5268879263849375,76
78,1.2702519096079328,18.074982266430016,0.7941800309025304,2.9330004208329328,2.5268879263849375,76
79,1.232989869657017,15.364718970341535,0.7386226130002285,2.9315391022704467,2.5268879263849375,76
80,1.3029424965381622,14.601870460946797,0.7084363611623522,2.644946378323042,2.5268879263849375,76
81,1.3258095419596112,14.177538407540831,0.702909146008281,2.539369463831494,2.5268879263849375,76
82,1.3297377436880082,21.73936592449112,0.9371736712361863,4.757449942800774,2.5268879263849375,76
83,1.3189573902932425,16.091972977136262,0.8338210088645897,3.9338829768051204,2.5268879263849375,76
84,1.2409931112849524,13.978303039127004,0.7043286242196023,2.6016967115103773,2.5268879263849375,76
85,1.3619867467691027,13.936219745845868,0.7097996898418384,2.88391888636264,2.5268879263849375,76
86,1.283780232166487,13.841408324984378,0.7102960375006518,2.5452147380814387,2.5268879263849375,76
87,1.306436650715177,16.32764746346603,0.8251234022358442,3.767413320012543,2.5268879263849375,76
88,1.2766773304295918,14.329904329216573,0.7124486313846717,2.692110770092091,2.5268879263849375,76
89,1.2508934796802582,20.95305587854271,0.8503061776605416,3.182336224733098,2.5268879263849375,76
90,1.2680660535418797,14.160136650714161,0.7250589197737115,2.758339336135043,2.5268879263849375,76
91,1.2996056955012063,14.33231751583352,0.6980217921560575,2.5738780324538744,2.5268879263849375,76
92,1.2862335934525444,15.867023764659605,0.7403401569410889,2.6454960486080137,2.5268879263849375,76
93,1.2218535353267004,13.904821506640888,0.7053524471832213,2.4780208973917075,2.4780208973917075,93
