epoch,train_loss,test_c1,epe_loss,test_c3,max_acc,max_epo
1,5.945358857205522,11.511233011047398,0.8505132969085569,4.298926089446811,4.298926089446811,1
2,5.642617004999404,11.06249989351675,0.8643296696540304,4.0562763176459145,4.0562763176459145,2
3,5.4718316658049275,11.148101067225356,0.8587589153555376,4.041100906691476,4.041100906691476,3
4,5.396881625257127,10.268493816374031,0.7564788372128649,3.643142303337786,3.643142303337786,4
5,5.314338355130002,10.90870597899687,0.8584008206441072,4.045056712463555,3.643142303337786,4
6,5.349473742213346,10.800027339647384,0.8186175837639091,4.086395168569418,3.643142303337786,4
7,5.35345416531592,10.46478388778074,0.7882472337507832,3.8028486662808176,3.643142303337786,4
8,5.303851803292427,10.652773163819331,0.8507518391511117,3.828056208237833,3.643142303337786,4
9,5.2330779407120795,10.386164574019938,0.8187857905280558,3.811011383977504,3.643142303337786,4
10,5.260995872347055,10.706909499485166,0.8217025937088631,3.866468362566877,3.643142303337786,4
11,5.256331504728741,10.177168487302643,0.7351684855106747,3.6207572467485445,3.6207572467485445,11
12,5.31656739827962,10.563831978534683,0.8024186188773813,3.747789198397465,3.6207572467485445,11
13,5.251158461638067,10.374772857668454,0.7468487791356122,3.7325003308965488,3.6207572467485445,11
14,5.218541854911077,10.702052024204582,0.8071184345085732,3.9042174678547745,3.6207572467485445,11
15,5.191627543056771,10.250236941114897,0.7118184549040811,3.6978721099758185,3.6207572467485445,11
16,5.207579143900551,10.607902840266929,0.8566259420234688,3.925009050856939,3.6207572467485445,11
17,5.23038873668647,10.404939206799105,0.8358097283178015,3.8427926184885974,3.6207572467485445,11
18,5.2371676532102915,10.27205911987477,0.765155033813986,3.785038699076499,3.6207572467485445,11
19,5.181161426095065,10.42820923483563,0.7898195454293139,3.772926798810191,3.6207572467485445,11
20,5.148906905531125,10.328466416174207,0.879758019770132,3.8512351187018727,3.6207572467485445,11
21,5.168283332825126,9.853705933887026,0.7266138867352562,3.4947103379384608,3.4947103379384608,21
22,5.143157585862303,10.189255702240672,0.7960159031187055,3.7679130070822553,3.4947103379384608,21
23,5.176494917017589,10.288196612886818,0.7899584033010469,3.776481030786391,3.4947103379384608,21
24,5.208346098550563,10.411973357897734,0.8171100466825502,3.747779605460227,3.4947103379384608,21
25,5.166415794982342,10.366051328139015,0.8390552253022338,3.8145073594068233,3.4947103379384608,21
26,5.146097070607875,10.288475069011179,0.8646045928723377,3.7989662862716385,3.4947103379384608,21
27,5.1248731525782265,10.369065486160228,0.8091345537067227,3.790287859631964,3.4947103379384608,21
28,5.095159690589467,9.850151487206547,0.7095113530526079,3.495863828562635,3.4947103379384608,21
29,5.152892599602536,10.470964192906349,0.8347237475555895,3.8620133410958504,3.4947103379384608,21
30,5.143261376653765,10.406131545619994,0.8149992430601462,3.8098691337174126,3.4947103379384608,21
31,5.108583463463257,10.373732552436545,0.8091185885635132,3.8216380310545257,3.4947103379384608,21
32,5.133401425973085,10.479446746218326,0.7100053890428716,3.822317908379644,3.4947103379384608,21
33,5.1257594692354695,10.355186509705433,0.8362544500485315,3.7695178051129243,3.4947103379384608,21
34,5.132125854312188,10.092946390984931,0.7871609764892619,3.728441268990638,3.4947103379384608,21
35,5.100001543141628,10.494871118054212,0.8419670120908713,3.974799954658444,3.4947103379384608,21
36,5.0935082305961075,10.167683973057299,0.7817740053309971,3.725516529965176,3.4947103379384608,21
37,5.096925032574636,10.119360079003405,0.7856977262446794,3.742511908290801,3.4947103379384608,21
38,5.035905146252169,10.267984711495046,0.7777652308348876,3.685237527680581,3.4947103379384608,21
39,5.115621527454041,10.232717540346185,0.7884258556531784,3.8555790451922403,3.4947103379384608,21
40,5.0928796265481555,9.97134069328388,0.7780174240414877,3.619327319410206,3.4947103379384608,21
41,5.081302867656298,9.973037756550813,0.728940400616335,3.63444499410681,3.4947103379384608,21
42,5.086859608158093,9.852158438697632,0.7307855829540663,3.520998441890253,3.4947103379384608,21
43,5.008797591244964,10.28930511101965,0.8509536877709525,3.7956242869894172,3.4947103379384608,21
44,5.072367147900411,9.775863213512832,0.735113317985657,3.4933404253064313,3.4933404253064313,44
45,5.0874888403793035,10.255271538256444,0.8027592001424642,3.8263285007284953,3.4933404253064313,44
46,5.052315141991526,9.833976070608333,0.7802490392004264,3.506029522832004,3.4933404253064313,44
47,5.044077962841979,10.067254552807148,0.8239660935211933,3.759757284117752,3.4933404253064313,44
48,5.071161963544766,9.901031886978805,0.7517989786231976,3.626440573782798,3.4933404253064313,44
49,5.028175971407036,10.047334685367414,0.753430646216167,3.6920192267897827,3.4933404253064313,44
50,5.015721601218702,10.00939800626392,0.8295004340978801,3.6961340171923083,3.4933404253064313,44
51,4.990885004566305,9.716834361717298,0.7389078974529265,3.490987552846799,3.490987552846799,51
52,4.977729187731094,9.974142683150342,0.7280626144280575,3.4997452766249335,3.490987552846799,51
