epoch,train_loss,test_c1,epe_loss,test_c3,max_acc,max_epo
1,1.7838986937407475,19.092116426630007,0.9515818119094147,4.21915243971464,4.21915243971464,1
2,1.6902283234581066,17.954469863446935,0.8541544474457131,3.282256737500919,3.282256737500919,2
3,1.498714995422181,16.913114159109234,0.8019153313156522,2.988809440728781,2.988809440728781,3
4,1.5773528142339865,18.1299780716854,0.8416637644630306,2.949422499921226,2.949422499921226,4
5,1.715540380804402,17.732385868315745,0.8089212998230213,3.0186151434910014,2.949422499921226,4
6,1.4305114744195513,17.99978526823382,0.8588673698013615,3.6558199894267944,2.949422499921226,4
7,1.3658944184233428,17.876991374551718,0.8422885566786831,3.0543493102325523,2.949422499921226,4
8,1.3908914052377082,16.13256418904331,0.7642915847503393,2.6222599818178214,2.6222599818178214,8
9,1.3039888124557057,16.898246318342178,0.790553415146817,2.7543200180187957,2.6222599818178214,8
10,1.3766267910884444,16.877625066666045,0.8044118775732801,2.7269183774214216,2.6222599818178214,8
11,1.2661290381364763,21.092156105325934,0.9404434977740543,4.041181818287911,2.6222599818178214,8
12,1.3457025025680567,16.43972397631882,0.7864113007369442,2.664809548094664,2.6222599818178214,8
13,1.3888787701251402,18.146561432540963,0.822164119291957,3.126856291932504,2.6222599818178214,8
14,1.3639206100421346,16.732599433061456,0.7999165033324269,2.936725317225339,2.6222599818178214,8
15,1.3728772308796076,17.875882705106765,0.8342131064531272,3.345964384869346,2.6222599818178214,8
16,1.1788891358360363,15.003506896507457,0.7403921730344166,2.5046826696293425,2.5046826696293425,16
17,1.1971283953660612,15.007404744871819,0.7400997856292808,2.5420156544125625,2.5046826696293425,16
18,1.1594823143284791,15.12269469694229,0.7331780436331448,2.4783546878628706,2.4783546878628706,18
19,1.2019734299106963,14.857267561615764,0.731257527282021,2.451548227704366,2.451548227704366,19
20,1.1324567944760535,14.764909561748803,0.7353278471397203,2.4693102792329875,2.451548227704366,19
21,1.195797799119524,14.974238023160687,0.732744747167933,2.4755188281247267,2.451548227704366,19
22,1.243463668853614,14.586425451315991,0.7248956875165571,2.34885042648763,2.34885042648763,22
23,1.1762823908571984,14.86246080270002,0.7284350171639535,2.4411267349218035,2.34885042648763,22
24,1.150490344330004,14.668922128225207,0.7240625953674539,2.420820578772131,2.34885042648763,22
25,1.172658941168694,14.790899107579447,0.7251388239227234,2.406746311923565,2.34885042648763,22
26,1.2776727097429288,14.57936497748234,0.7176763001410345,2.3817604036957203,2.34885042648763,22
27,1.228387302463981,14.422027277936428,0.711698457064004,2.330598226362292,2.330598226362292,27
28,1.3059901758364052,14.590615054797446,0.7220136224293456,2.4093837781820855,2.330598226362292,27
29,1.1704664036726495,14.652023671843182,0.7207790136970275,2.4147637425412807,2.330598226362292,27
30,1.145806489666556,14.404510300706164,0.718662901524333,2.3654221171385124,2.330598226362292,27
31,1.0955331167977327,14.866778778432996,0.7238021565152418,2.4425971807119526,2.330598226362292,27
32,1.2030784140346915,14.749108104607048,0.72345645906807,2.4137250943244295,2.330598226362292,27
33,1.1521895723358082,14.353814931560086,0.7107478527917463,2.326303591038683,2.326303591038683,33
34,1.2160990486858756,14.513148236106913,0.7163964123821456,2.3816903824676183,2.326303591038683,33
35,1.099762256927551,14.615204176066044,0.7173126082411484,2.3383239018629145,2.326303591038683,33
36,1.1591337856593404,14.479433014775648,0.7155184086355721,2.298423472049276,2.298423472049276,36
37,1.150146534678283,14.63102897361717,0.7210046106061154,2.3904196955710404,2.298423472049276,36
38,1.0905793311109968,14.770032781604955,0.7207612913971335,2.382273892701804,2.298423472049276,36
39,1.2485422064923937,14.63470508809254,0.7183798461801377,2.3582216008486574,2.298423472049276,36
40,1.1051425804757768,14.494732653116001,0.7159283532947321,2.3744548555637115,2.298423472049276,36
41,1.123202028737706,14.319936327363244,0.7138857273980228,2.392567013232845,2.298423472049276,36
42,1.2168390323781664,14.313622746629354,0.7142722815024046,2.366052308191433,2.298423472049276,36
43,1.1658608602110747,14.873185720804358,0.7290156490515625,2.4227111519308937,2.298423472049276,36
44,1.1985430983221455,14.534924838046734,0.7187051959872293,2.3727976864986235,2.298423472049276,36
45,1.180145764047173,14.566142635575686,0.7141340178406795,2.3341226281767753,2.298423472049276,36
